order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
4309,100,John Smith,270,Whiteboard Markers,Stationery,UPI,42,5083,2021-12-20 04:33:35,USA,Chicago,www.amazon.com,64891,N,Timeout
4310,159,Trinity,233,Self-Help,Books,Card,10,5028,2022-09-02 07:07:33,Australia,Sydney,www.flipkart.com,85343,Y,
4311,127,Neo,295,Thrillers,Books,UPI,18,9131,2021-06-04 03:46:04,Germany,Hamburg,www.amazon.com,99694,Y,
4312,124,Neo,207,Pens,Stationery,Wallet,19,6298,2023-02-07 14:46:05,India,Bengaluru,www.amazon.com,97247,Y,
4313,130,John Smith,266,Air Fryer,Home & Kitchen,UPI,50,5289,2023-01-09 00:48:57,USA,Chicago,www.ebay.in,90158,Y,
4314,133,Mary Jane,289,Travel Books,Books,UPI,38,8072,2021-08-26 15:41:17,Germany,Hamburg,www.amazon.com,43923,Y,
4315,176,Joe Smith,218,Children's Books,Books,UPI,30,5185,2022-06-05 20:17:45,Germany,Munich,www.ebay.in,43165,N,Timeout
4316,119,Joe Smith,224,Smart TV,Electronics,Card,36,1059,2023-12-23 17:03:26,UK,Oxford,www.ebay.in,14172,Y,
4317,199,Neo,238,Oven Mitts,Home & Kitchen,Card,46,1773,2023-06-06 15:56:59,Australia,Brisbane,www.flipkart.com,99950,N,Timeout
4318,125,John Smith,241,Smartwatch,Electronics,Internet Banking,1,5274,2022-11-07 12:18:12,USA,New York,www.flipkart.com,54608,Y,
4319,148,Mary Jane,219,Mixing Bowls,Home & Kitchen,Wallet,11,4670,2023-01-01 00:00:00,USA,Boston,www.ebay.in,64031,N,Insufficient Funds
4320,161,Trinity,207,Sticky Notes,Stationery,UPI,42,2496,2022-01-12 23:01:47,Germany,Munich,www.amazon.com,25314,Y,
4321,163,John Smith,251,Children's Books,Books,Card,22,8071,2022-12-30 19:47:38,Australia,Brisbane,www.tatacliq.com,79947,Y,
4322,106,Neo,249,Comics,Books,UPI,11,7464,2021-10-05 04:48:48,Australia,Sydney,www.flipkart.com,22017,Y,
4323,121,Joe Smith,232,Cookware,Home & Kitchen,Card,7,6602,2021-07-07 03:19:15,Australia,Melbourne,www.amazon.com,27433,N,Insufficient Funds
4324,118,John Smith,240,Microwave,Home & Kitchen,Card,4,1716,2023-05-07 06:07:16,UK,Oxford,www.amazon.com,11854,Y,
4325,173,Mary Jane,262,Thrillers,Books,Wallet,39,5450,2023-10-12 17:17:27,UK,Manchester,www.flipkart.com,59969,Y,
4326,164,John Smith,202,Pencils,Stationery,Wallet,50,6399,2022-03-07 09:22:31,Germany,Hamburg,www.ebay.in,45921,Y,
4327,148,John Smith,255,Bluetooth Earbuds,Electronics,Internet Banking,9,4651,2021-04-20 12:42:03,Germany,Munich,www.ebay.in,51318,N,Timeout
4328,136,John Smith,281,Non-fiction,Books,Card,30,3024,2022-09-20 02:44:14,Germany,Munich,www.amazon.com,52520,Y,
4329,107,Mary Jane,236,Paper Clips,Stationery,Card,-31,3180,2021-07-30 10:09:42,India,Indore,www.flipkart.com,37076,Y,
4330,116,John Smith,279,Mugs,Home & Kitchen,Internet Banking,40,9937,2023-12-24 09:48:38,Australia,Sydney,www.flipkart.com,49080,Y,
4331,178,Neo,222,Biography,Books,Internet Banking,33,2948,2021-01-11 15:19:05,India,Indore,www.tatacliq.com,72645,Y,
4332,180,John Smith,213,Graphic Novels,Books,Card,26,1833,2021-03-28 15:19:45,Australia,Sydney,www.flipkart.com,39691,Y,
4333,152,Mary Jane,201,Dresses,Clothing,Internet Banking,35,4234,2023-12-05 16:03:05,Australia,Brisbane,www.tatacliq.com,88556,Y,
4334,140,Mary Jane,281,Smart TV,Electronics,Wallet,19,290,2021-11-04 06:08:02,India,Mumbai,www.flipkart.com,76403,Y,
4335,155,Joe Smith,221,Swimwear,Clothing,Wallet,29,5860,2021-12-02 07:56:19,India,Indore,www.flipkart.com,74760,Y,
4336,100,Trinity,299,Textbooks,Books,Card,41,499,2022-10-23 08:34:09,UK,Manchester,www.ebay.in,63126,N,Invalid CVV
4337,178,John Smith,288,Poetry,Books,UPI,4,216,2022-10-04 11:56:16,India,Bengaluru,www.tatacliq.com,45619,N,Timeout
4338,128,Trinity,269,Historical Fiction,Books,Internet Banking,8,8104,2022-12-29 13:32:10,UK,London,www.tatacliq.com,86952,Y,
4339,152,,249,Pencil Sharpener,Stationery,UPI,45,6769,2022-07-24 13:21:45,Australia,Melbourne,www.ebay.in,47023,Y,
4340,194,John Smith,248,Socks,Clothing,Card,23,899,2021-05-20 20:15:11,Australia,Melbourne,www.tatacliq.com,51943,Y,
4341,136,Joe Smith,280,Nightwear,Clothing,UPI,4,7201,2022-06-15 17:40:23,Germany,Munich,www.ebay.in,21029,Y,
4342,112,John Smith,282,Home Theater System,Electronics,Card,16,3822,2022-08-24 04:09:56,Germany,Hamburg,www.ebay.in,64999,N,Invalid CVV
4343,200,Mary Jane,283,Nightwear,Clothing,Invalid,6,332,2022-09-13 16:17:18,USA,Boston,www.amazon.com,83173,Y,
4344,158,Joe Smith,282,Memoir,Books,Internet Banking,31,3380,2022-05-24 04:31:52,UK,Oxford,www.ebay.in,31723,N,Timeout
4345,200,Neo,291,Drone,Electronics,UPI,41,2158,2023-08-12 16:40:10,Germany,Munich,www.flipkart.com,90349,N,Timeout
4346,132,Mary Jane,225,Underwear,Clothing,Wallet,10,84,2023-11-03 03:04:27,UK,Oxford,www.amazon.com,32931,N,Timeout
4347,133,Joe Smith,292,Socks,Clothing,Wallet,50,8749,2023-05-17 02:54:24,Australia,Brisbane,www.tatacliq.com,11364,N,Timeout
4348,164,Mary Jane,209,Memoir,Books,Wallet,41,7871,2021-06-30 03:08:44,USA,Chicago,www.amazon.com,59813,N,Timeout
4349,101,Joe Smith,218,Wireless Router,Electronics,Internet Banking,36,9993,2023-05-29 13:50:46,UK,Oxford,www.flipkart.com,42966,Y,
4350,200,John Smith,284,External Hard Drive,Electronics,Card,24,4841,2022-01-07 08:31:02,USA,New York,www.flipkart.com,65817,N,Insufficient Funds
4351,143,Joe Smith,216,Glue Stick,Stationery,Internet Banking,23,6710,2021-05-24 14:15:35,USA,Boston,www.tatacliq.com,83588,Y,
4352,177,Trinity,250,Sportswear,Clothing,Card,36,1259,2022-10-19 08:23:21,Australia,Sydney,www.amazon.com,48380,N,Timeout
4353,187,John Smith,269,Plates,Home & Kitchen,Card,48,9824,2023-10-06 21:42:17,Germany,Hamburg,www.tatacliq.com,95454,Y,
4354,141,Joe Smith,287,Letter Opener,Stationery,Card,13,5391,2022-08-16 13:17:11,Australia,Sydney,www.flipkart.com,96255,N,Insufficient Funds
4355,159,Mary Jane,210,Toaster,Home & Kitchen,Card,48,8977,2022-08-08 00:22:29,India,Indore,www.tatacliq.com,13683,Y,
4356,193,John Smith,286,Pencil Sharpener,Stationery,UPI,44,3981,2021-03-16 06:15:11,USA,Boston,www.flipkart.com,81309,Y,
4357,140,Neo,284,T-Shirts,Clothing,UPI,13,3496,2022-02-21 06:12:28,UK,Oxford,www.ebay.in,90759,N,Timeout
4358,110,Neo,267,Portable Charger,Electronics,Wallet,25,7117,2021-10-17 12:01:49,Australia,Brisbane,www.tatacliq.com,73730,Y,
4359,144,Neo,209,Hats,Clothing,Internet Banking,34,7803,2023-04-16 07:25:17,USA,Chicago,www.flipkart.com,97998,Y,
4360,131,Joe Smith,235,Whiteboard Markers,Stationery,Wallet,29,3029,2023-09-27 04:43:05,Australia,Sydney,www.flipkart.com,45417,Y,
4361,161,Neo,243,Paper Cutter,Stationery,Card,23,2090,2022-09-27 01:09:15,UK,London,www.amazon.com,56759,N,Timeout
4362,174,Neo,207,Pens,Stationery,Internet Banking,32,8980,2023-04-03 20:21:41,UK,Oxford,www.amazon.com,92155,N,Invalid CVV
4363,106,Joe Smith,254,Suits,Clothing,Internet Banking,30,2634,2022-03-30 05:51:01,Australia,Melbourne,www.flipkart.com,83503,N,Insufficient Funds
4364,185,Trinity,209,Shoes,Clothing,UPI,48,6657,2021-08-14 03:26:49,USA,Chicago,www.tatacliq.com,75584,Y,
4365,133,Neo,209,Poetry,Books,Internet Banking,26,89,2021-12-14 07:57:27,Australia,Brisbane,www.amazon.com,60690,N,Invalid CVV
4366,156,Joe Smith,216,VR Headset,Electronics,UPI,18,4822,2021-06-19 05:00:47,India,Indore,www.ebay.in,40452,N,Timeout
4367,148,Neo,295,Swimwear,Clothing,Wallet,40,2959,2022-03-12 12:48:36,India,Mumbai,www.flipkart.com,86640,N,Timeout
4368,144,Trinity,287,Textbooks,Books,UPI,50,1427,2021-03-01 14:59:04,Australia,Sydney,www.tatacliq.com,84831,N,Timeout
4369,200,Neo,285,Plates,Home & Kitchen,Internet Banking,29,5155,2022-07-27 04:09:47,India,Bengaluru,www.tatacliq.com,37550,Y,
4370,139,John Smith,234,Ruler,Stationery,Internet Banking,20,3846,2022-02-25 05:57:17,Australia,Melbourne,www.flipkart.com,15629,N,Insufficient Funds
4371,183,John Smith,299,Thrillers,Books,Internet Banking,23,993,2021-12-04 18:21:04,UK,Oxford,www.tatacliq.com,57903,Y,
4372,157,Neo,292,Food Storage Containers,Home & Kitchen,Wallet,42,2819,2021-10-01 18:03:55,Australia,Brisbane,www.flipkart.com,24224,Y,
4373,135,Neo,265,Coffee Maker,Home & Kitchen,Card,32,3729,2022-10-21 04:50:14,Australia,Melbourne,www.flipkart.com,12424,N,Invalid CVV
4374,114,John Smith,272,Toaster,Home & Kitchen,UPI,18,4140,2021-10-15 01:02:08,USA,New York,www.ebay.in,73142,N,Timeout
4375,186,Joe Smith,290,Hoodies,Clothing,Card,37,4370,2021-08-03 01:17:49,Australia,Sydney,www.tatacliq.com,56402,N,Timeout
4376,146,Neo,300,Biography,Books,Wallet,38,389,2023-02-01 13:12:48,USA,Chicago,www.ebay.in,54558,N,Timeout
4377,107,Joe Smith,279,Skirts,Clothing,Card,12,6325,2022-02-22 07:53:19,UK,Oxford,www.amazon.com,76882,N,Timeout
4378,181,Neo,261,Microwave,Home & Kitchen,Invalid,45,6281,2021-09-21 02:47:01,USA,Chicago,www.ebay.in,66988,Y,
4379,194,Mary Jane,220,Glue Stick,Stationery,Wallet,27,7646,2023-05-25 16:40:00,India,Indore,www.tatacliq.com,82122,N,Timeout
4380,120,Neo,299,External Hard Drive,Electronics,UPI,21,9091,2021-06-24 17:52:43,Australia,Brisbane,www.ebay.in,67622,Y,
4381,160,Mary Jane,254,Smartphone,Electronics,UPI,-18,7638,2021-11-25 09:44:24,USA,New York,www.tatacliq.com,75687,N,Timeout
4382,138,Trinity,240,Swimwear,Clothing,Wallet,50,4112,2023-04-17 01:27:56,USA,Chicago,www.ebay.in,80762,N,Invalid CVV
4383,116,Neo,289,Hoodies,Clothing,Internet Banking,16,9990,2023-11-10 15:45:54,India,Bengaluru,www.ebay.in,57593,Y,
4384,148,Neo,284,Paper Clips,Stationery,Internet Banking,5,495,2021-04-26 14:50:25,India,Mumbai,www.tatacliq.com,58316,Y,
4385,107,Neo,234,Gaming Console,Electronics,Internet Banking,5,5421,2021-06-06 00:28:40,India,Indore,www.tatacliq.com,45388,Y,
4386,189,Joe Smith,233,Drone,Electronics,UPI,21,7503,2021-08-16 03:47:55,Germany,Munich,www.tatacliq.com,42753,N,Invalid CVV
4387,114,Mary Jane,224,Cookware,Home & Kitchen,UPI,15,2738,2021-11-30 18:10:45,Germany,Berlin,www.ebay.in,89629,N,Invalid CVV
4388,147,Neo,259,Blouses,Clothing,Internet Banking,50,3749,2023-09-22 20:05:57,USA,Chicago,www.tatacliq.com,65468,N,Invalid CVV
4389,167,Trinity,200,Skirts,Clothing,UPI,14,6616,2022-11-06 14:02:46,Australia,Melbourne,www.amazon.com,55076,Y,
4390,153,John Smith,279,Comics,Books,Internet Banking,20,2476,2023-04-24 18:02:18,Australia,Melbourne,www.amazon.com,31054,Y,
4391,140,Neo,253,Dresses,Clothing,Wallet,4,8789,2023-06-01 06:23:36,UK,Manchester,www.amazon.com,68852,Y,
4392,113,John Smith,240,Dresses,Clothing,Internet Banking,49,3676,2022-07-07 15:51:22,India,Bengaluru,www.tatacliq.com,86530,Y,
4393,148,Joe Smith,277,Graphic Novels,Books,Card,47,4504,2023-03-04 15:05:16,Australia,Brisbane,www.amazon.com,90868,N,Invalid CVV
4394,122,Neo,242,Eraser,Stationery,Wallet,5,8070,2022-11-12 19:55:05,India,Mumbai,www.flipkart.com,28060,Y,
4395,116,Joe Smith,265,Microwave,Home & Kitchen,UPI,23,4482,2022-04-04 12:49:42,UK,Oxford,www.tatacliq.com,25150,N,Invalid CVV
4396,114,Mary Jane,290,Pressure Cooker,Home & Kitchen,UPI,4,4797,2023-05-28 00:13:44,USA,Chicago,www.flipkart.com,23431,Y,
4397,189,Joe Smith,214,Scarves,Clothing,Card,19,7397,2022-11-13 21:41:25,Australia,Sydney,www.flipkart.com,29970,N,Timeout
4398,119,Trinity,297,Mixing Bowls,Home & Kitchen,UPI,10,1496,2021-09-30 20:51:56,India,Mumbai,www.ebay.in,84001,Y,
4399,109,John Smith,229,Stapler,Stationery,Wallet,14,336,2023-07-21 06:25:52,India,Mumbai,www.ebay.in,12620,Y,
4400,159,Trinity,281,Bluetooth Earbuds,Electronics,Internet Banking,26,6764,2023-09-23 22:01:46,Australia,Brisbane,www.flipkart.com,88675,Y,
4401,190,Trinity,277,Mugs,Home & Kitchen,Invalid,30,4547,2023-02-28 05:35:57,USA,Chicago,www.tatacliq.com,50406,Y,
4402,154,John Smith,263,Poetry,Books,UPI,15,2447,2021-09-01 19:17:38,Australia,Melbourne,www.amazon.com,81475,N,Timeout
4403,104,Mary Jane,221,Pens,Stationery,Internet Banking,38,121,2021-06-08 08:38:15,UK,London,www.ebay.in,96585,N,Timeout
4404,160,Joe Smith,232,Suits,Clothing,Wallet,42,9707,2023-07-31 05:22:41,USA,Boston,www.tatacliq.com,16805,Y,
4405,124,Neo,229,Jeans,Clothing,Internet Banking,38,226,2021-08-24 15:55:34,Australia,Melbourne,www.flipkart.com,94853,N,Invalid CVV
4406,104,Neo,203,Toaster,Home & Kitchen,Wallet,6,5626,2021-07-09 12:53:14,Australia,Sydney,www.flipkart.com,72905,N,Invalid CVV
4407,150,John Smith,254,Camera,Electronics,Card,4,3592,2022-12-16 09:40:15,Australia,Melbourne,www.ebay.in,45161,Y,
4408,194,Trinity,206,Cookbooks,Books,UPI,26,6247,2022-08-04 00:10:29,Germany,Berlin,www.amazon.com,82590,Y,
4409,108,Mary Jane,253,Cookbooks,Books,Card,25,5973,2023-05-08 18:46:13,India,Indore,www.ebay.in,32101,N,Invalid CVV
4410,132,Mary Jane,220,Science Fiction,Books,Wallet,43,7078,2021-01-19 22:16:58,USA,Chicago,www.amazon.com,17273,N,Insufficient Funds
4411,192,Mary Jane,267,Whiteboard Markers,Stationery,Wallet,1,2795,2022-08-01 22:16:09,India,Indore,www.tatacliq.com,24156,Y,
4412,195,Trinity,206,Horror,Books,Internet Banking,26,6805,2022-05-29 14:13:36,Germany,Munich,www.tatacliq.com,93387,N,Insufficient Funds
4413,108,Joe Smith,266,Headphones,Electronics,UPI,21,9799,2023-01-13 04:31:20,Germany,Berlin,www.ebay.in,43239,Y,
4414,155,Trinity,213,Glue Stick,Stationery,Wallet,48,4645,2023-02-04 00:46:07,UK,London,www.amazon.com,55950,Y,
4415,154,Neo,285,Fiction,Books,Card,48,4071,2023-09-16 10:01:59,India,Bengaluru,www.tatacliq.com,14671,Y,
4416,140,,263,Chopping Board,Home & Kitchen,Wallet,24,9859,2021-03-05 15:43:23,UK,Oxford,www.amazon.com,97714,Y,
4417,153,Mary Jane,209,File Folder,Stationery,UPI,38,4618,2022-08-04 00:42:33,UK,Manchester,www.amazon.com,77158,N,Invalid CVV
4418,110,Trinity,208,Wireless Router,Electronics,Card,2,3411,2021-05-04 17:43:17,USA,Boston,www.ebay.in,51265,N,Timeout
4419,117,Mary Jane,296,Kitchen Towels,Home & Kitchen,Card,4,6553,2022-04-17 09:19:29,Australia,Melbourne,www.amazon.com,87694,N,Invalid CVV
4420,164,John Smith,300,Stapler,Stationery,Card,47,6922,2023-09-26 02:11:51,Australia,Sydney,www.amazon.com,82234,N,Insufficient Funds
4421,144,Neo,261,Scissors,Stationery,Wallet,9,9042,2022-03-20 18:29:18,UK,Manchester,www.tatacliq.com,62477,Y,
4422,169,Joe Smith,258,Young Adult,Books,Card,36,4750,2021-11-23 08:08:48,UK,Oxford,www.tatacliq.com,27065,Y,
4423,192,Mary Jane,246,Stapler,Stationery,Card,22,6860,2023-08-18 11:03:34,India,Mumbai,www.tatacliq.com,76428,Y,
4424,179,Trinity,229,Blouses,Clothing,Internet Banking,45,2321,2021-11-18 08:39:02,UK,Oxford,www.amazon.com,11611,N,Invalid CVV
4425,176,Trinity,210,Food Storage Containers,Home & Kitchen,UPI,26,9,2021-05-07 08:44:06,USA,Chicago,www.ebay.in,86808,N,Insufficient Funds
4426,158,Trinity,230,Cutlery,Home & Kitchen,UPI,9,1169,2021-03-10 05:50:24,USA,Chicago,www.ebay.in,47538,N,Insufficient Funds
4427,197,Joe Smith,244,Poetry,Books,UPI,45,977,2023-09-06 00:33:07,USA,Chicago,www.tatacliq.com,74721,N,Timeout
4428,136,Neo,297,Tape,Stationery,Wallet,2,6132,2023-08-13 14:49:07,Germany,Munich,www.amazon.com,73646,N,Timeout
4429,127,Neo,248,Headphones,Electronics,Card,16,6615,2023-12-08 04:01:00,UK,Manchester,www.amazon.com,63490,Y,
4430,200,Mary Jane,299,Laptop,Electronics,Internet Banking,48,5646,2022-09-14 12:25:57,USA,New York,www.amazon.com,86504,Y,
4431,171,Joe Smith,283,Dresses,Clothing,Wallet,1,4113,2021-08-05 00:44:49,India,Indore,www.ebay.in,88843,Y,
4432,174,Joe Smith,262,Jackets,Clothing,UPI,7,9002,2021-11-11 11:56:56,Germany,Hamburg,www.ebay.in,64756,N,Invalid CVV
4433,154,Neo,249,Plates,Home & Kitchen,Internet Banking,47,8449,2021-11-26 15:19:07,India,Mumbai,www.ebay.in,68348,Y,
4434,149,Mary Jane,253,Monitor,Electronics,Internet Banking,24,8668,2022-09-14 22:13:39,Australia,Brisbane,www.amazon.com,59316,N,Timeout
4435,177,Joe Smith,227,Home Theater System,Electronics,Wallet,19,1335,2023-03-20 13:18:29,UK,Manchester,www.ebay.in,24046,Y,
4436,178,John Smith,253,Sweaters,Clothing,UPI,-40,9035,2022-06-23 22:33:06,Australia,Brisbane,www.tatacliq.com,28312,N,Insufficient Funds
4437,167,Neo,206,Children's Books,Books,Wallet,15,1519,2022-04-30 22:29:04,India,Mumbai,www.flipkart.com,38196,Y,
4438,200,Trinity,267,Smartphone,Electronics,Card,49,3391,2023-01-01 00:00:00,India,Mumbai,www.tatacliq.com,65519,Y,
4439,155,Joe Smith,212,Self-Help,Books,UPI,14,595,2023-12-27 05:12:23,USA,Boston,www.tatacliq.com,96436,Y,
4440,136,Joe Smith,237,Whiteboard Markers,Stationery,UPI,10,8595,2022-11-09 04:41:49,Germany,Hamburg,www.ebay.in,39684,N,Timeout
4441,116,Joe Smith,203,Measuring Cups,Home & Kitchen,Internet Banking,15,8715,2023-02-18 23:16:03,Germany,Munich,www.amazon.com,43387,Y,
4442,111,Mary Jane,209,Self-Help,Books,Card,-32,5693,2021-07-15 04:58:33,India,Bengaluru,www.tatacliq.com,81449,N,Invalid CVV
4443,104,Joe Smith,255,Letter Opener,Stationery,Card,27,4720,2022-06-10 10:02:16,USA,New York,www.tatacliq.com,83789,N,Timeout
4444,177,Joe Smith,230,Nightwear,Clothing,Card,47,8374,2021-12-01 15:32:02,India,Indore,www.tatacliq.com,85725,Y,
4445,143,John Smith,295,Gaming Console,Electronics,Internet Banking,41,6897,2022-10-30 02:05:55,Germany,Hamburg,www.amazon.com,49315,N,Invalid CVV
4446,183,Joe Smith,232,Underwear,Clothing,Wallet,-35,5508,2022-12-17 03:55:56,Australia,Sydney,www.amazon.com,56028,N,Insufficient Funds
4447,119,Joe Smith,224,File Folder,Stationery,Internet Banking,36,7965,2022-02-26 00:25:43,India,Bengaluru,www.tatacliq.com,50187,N,Insufficient Funds
4448,153,Mary Jane,253,Food Storage Containers,Home & Kitchen,UPI,6,3270,2021-10-03 07:39:39,India,Bengaluru,www.amazon.com,45239,N,Invalid CVV
4449,177,Neo,256,Markers,Stationery,Internet Banking,12,3203,2022-07-02 07:02:24,Australia,Brisbane,www.tatacliq.com,99555,Y,
4450,102,John Smith,212,Pressure Cooker,Home & Kitchen,Internet Banking,37,308,2023-04-07 00:51:33,UK,Oxford,www.flipkart.com,16328,N,Invalid CVV
4451,159,John Smith,222,Hoodies,Clothing,UPI,4,8395,2023-08-11 12:19:44,UK,Oxford,www.flipkart.com,66700,Y,
4452,145,John Smith,244,Glue Stick,Stationery,UPI,37,8554,2023-10-03 13:32:45,India,Bengaluru,www.tatacliq.com,41823,Y,
4453,192,Trinity,269,Fantasy,Books,Internet Banking,9,6878,2021-12-03 23:57:52,Australia,Brisbane,www.amazon.com,70027,Y,
4454,111,Trinity,231,Hats,Clothing,UPI,21,6550,2023-04-05 06:37:03,Germany,Munich,www.tatacliq.com,75095,Y,
4455,138,Joe Smith,255,Pencils,Stationery,Card,35,3721,2023-01-01 00:00:00,UK,Oxford,www.flipkart.com,52311,Y,
4456,103,Mary Jane,249,Measuring Cups,Home & Kitchen,Wallet,31,8695,2022-11-04 04:58:26,India,Bengaluru,www.flipkart.com,29926,N,Timeout
4457,151,Neo,222,Drone,Electronics,Card,49,4006,2022-05-21 00:00:06,UK,London,www.amazon.com,77663,N,Timeout
4458,166,Neo,283,Tape,Stationery,Wallet,36,5051,2023-07-06 19:02:53,India,Bengaluru,www.ebay.in,46735,Y,
4459,163,Mary Jane,203,Pens,Stationery,UPI,37,2364,2021-07-10 06:22:20,Australia,Brisbane,www.amazon.com,50595,N,Invalid CVV
4460,193,John Smith,287,Textbooks,Books,UPI,9,1384,2021-04-30 14:45:10,India,Mumbai,www.tatacliq.com,47214,N,Insufficient Funds
4461,126,Neo,218,T-Shirts,Clothing,Wallet,18,1472,2022-09-15 10:52:05,India,Bengaluru,www.tatacliq.com,51707,Y,
4462,160,John Smith,246,Dresses,Clothing,Card,19,2095,2022-01-26 15:10:26,Germany,Hamburg,www.amazon.com,89183,Y,
4463,197,Trinity,233,Blender,Home & Kitchen,UPI,2,1312,2021-06-12 22:57:41,Australia,Melbourne,www.flipkart.com,95462,Y,
4464,145,Joe Smith,254,Young Adult,Books,Internet Banking,31,8632,2021-05-31 10:11:20,Australia,Melbourne,www.flipkart.com,19659,Y,
4465,180,Neo,203,Laptop,Electronics,UPI,30,4472,2022-05-14 22:53:33,India,Mumbai,www.tatacliq.com,37523,Y,
4466,162,Mary Jane,258,Home Theater System,Electronics,Card,28,4385,2021-05-02 16:41:13,Germany,Munich,www.ebay.in,63750,N,Insufficient Funds
4467,143,Mary Jane,212,Laptop,Electronics,Internet Banking,29,5144,2023-07-21 18:38:37,USA,Boston,www.tatacliq.com,45404,Y,
4468,109,Joe Smith,257,Glasses,Home & Kitchen,Internet Banking,48,9054,2022-04-10 05:37:46,UK,Manchester,www.tatacliq.com,21758,Y,
4469,170,Trinity,256,Portable Charger,Electronics,Wallet,42,3713,2023-06-24 13:00:45,Australia,Sydney,www.tatacliq.com,83670,Y,
4470,195,John Smith,293,Gaming Console,Electronics,UPI,43,5168,2021-09-12 16:43:55,Germany,Munich,www.amazon.com,90194,Y,
4471,163,Mary Jane,283,Coats,Clothing,UPI,3,8724,2023-01-26 04:15:09,Australia,Brisbane,www.amazon.com,60121,N,Invalid CVV
4472,177,John Smith,260,Fitness Tracker,Electronics,Card,11,6845,2023-09-26 23:53:56,USA,New York,www.tatacliq.com,30580,N,Timeout
4473,192,John Smith,223,Swimwear,Clothing,Wallet,-10,366,2022-01-23 16:02:20,UK,Oxford,www.amazon.com,77369,N,Insufficient Funds
4474,105,Mary Jane,241,Dresses,Clothing,Internet Banking,13,6716,2021-05-24 07:22:34,Australia,Brisbane,www.ebay.in,32441,N,Insufficient Funds
4475,181,Trinity,296,Markers,Stationery,Wallet,4,2534,2022-05-19 16:26:26,Australia,Melbourne,www.tatacliq.com,36132,N,Invalid CVV
4476,187,Trinity,274,Binder,Stationery,Internet Banking,18,3294,2021-11-10 10:28:14,India,Bengaluru,www.amazon.com,22915,N,Invalid CVV
4477,165,Joe Smith,249,Microwave,Home & Kitchen,Card,-30,9197,2022-08-12 06:21:27,India,Bengaluru,www.amazon.com,76752,Y,
4478,179,John Smith,205,Kitchen Towels,Home & Kitchen,Internet Banking,5,6676,2021-07-30 22:25:31,UK,London,www.tatacliq.com,34250,N,Insufficient Funds
4479,127,Neo,249,Highlighters,Stationery,Wallet,37,3921,2023-02-27 10:36:54,Australia,Sydney,www.flipkart.com,92225,N,Insufficient Funds
4480,163,Neo,292,Bluetooth Earbuds,Electronics,UPI,45,1900,2023-08-29 23:47:36,India,Mumbai,www.flipkart.com,44626,N,Insufficient Funds
4481,152,Joe Smith,230,Camera,Electronics,Internet Banking,33,7614,2023-01-01 00:00:00,USA,Chicago,www.flipkart.com,55721,N,Timeout
4482,179,Mary Jane,274,Hats,Clothing,Internet Banking,41,1240,2022-03-03 06:09:50,India,Mumbai,www.flipkart.com,58070,Y,
4483,149,Mary Jane,208,Scarves,Clothing,Card,48,6368,2021-01-24 05:18:19,India,Bengaluru,www.ebay.in,58537,N,Timeout
4484,111,Mary Jane,221,Jeans,Clothing,Invalid,12,644,2021-03-07 14:15:53,India,Indore,www.tatacliq.com,50167,N,Insufficient Funds
4485,133,Mary Jane,248,Highlighters,Stationery,Internet Banking,19,7438,2023-09-19 17:51:20,Germany,Berlin,www.flipkart.com,83449,Y,
4486,164,Neo,282,Highlighters,Stationery,Invalid,5,3457,2021-10-09 05:08:26,UK,London,www.ebay.in,67135,Y,
4487,167,Joe Smith,202,VR Headset,Electronics,Internet Banking,26,2418,2022-08-23 05:23:10,Australia,Sydney,www.tatacliq.com,99288,N,Invalid CVV
4488,188,Joe Smith,275,Suits,Clothing,Internet Banking,50,8028,2021-07-21 20:09:04,UK,London,www.tatacliq.com,37950,N,Timeout
4489,105,Joe Smith,298,Wireless Router,Electronics,Wallet,4,5942,2022-09-16 10:27:06,India,Indore,www.ebay.in,47973,Y,
4490,197,,210,Portable Charger,Electronics,Card,40,9092,2021-05-26 22:36:12,Australia,Melbourne,www.tatacliq.com,51476,N,Insufficient Funds
4491,199,John Smith,297,Jeans,Clothing,UPI,23,7112,2021-09-08 21:40:15,India,Indore,www.amazon.com,71588,N,Invalid CVV
4492,187,Trinity,292,Gaming Console,Electronics,Wallet,39,1580,2022-04-07 18:38:38,India,Indore,www.amazon.com,34584,Y,
4493,152,Joe Smith,248,Highlighters,Stationery,Wallet,4,536,2023-04-20 09:53:00,Australia,Sydney,www.flipkart.com,25258,Y,
4494,145,Mary Jane,278,Sportswear,Clothing,UPI,23,3700,2021-06-09 19:42:34,UK,London,www.amazon.com,26875,N,Invalid CVV
4495,128,John Smith,249,Paper Cutter,Stationery,Card,15,5648,2021-06-03 10:33:20,USA,New York,www.amazon.com,81476,N,Timeout
4496,122,Joe Smith,223,Scissors,Stationery,UPI,13,2330,2022-08-01 09:00:57,UK,Oxford,www.amazon.com,20188,Y,
4497,136,Trinity,274,Wireless Router,Electronics,Wallet,36,6373,2022-03-03 22:48:06,USA,Chicago,www.amazon.com,33966,N,Timeout
4498,146,Trinity,295,Sticky Notes,Stationery,UPI,-7,3653,2022-03-26 16:46:26,Australia,Brisbane,www.ebay.in,36120,Y,
